Bib,Name,Country,gender,Division,Overall Time,Overall Rank,Gender Rank,Age Group Rank,Swim Time,Swim Rank,Gender Swim Rank,Age Group Swim Rank,Bike Time,Bike Rank,Gender Bike Rank,Age Group Bike Rank,Run Time,Run Rank,Gender Run Rank,Age Group Run Rank,Transition 1 Time,Transition 1 Rank,Gender Transition 1 Rank,Age Group Transition 1 Rank,Transition 2 Time,Transition 2 Rank,Gender Transition 2 Rank,Age Group Transition 2 Rank,Finish,Qualifier Time,Qualifier Rank,Qualified
135,Vicky VAN NIEKERK,Australia,Female,F40-44,09:59:01,145,12,2,01:03:39,168,21,4,05:08:35,203,13,2,03:40:01,163,14,3,00:3:56,77,13,2,00:2:48,26,7,1,FIN,08:41:33,25,1
514,James LEWIN,Australia,Male,M30-34,08:44:01,27,24,3,00:53:45,29,25,5,04:37:40,50,45,7,03:04:46,18,17,2,00:3:35,48,39,4,00:4:13,158,132,23,FIN,08:44:01,26,
231,Wendy HOLT,Australia,Female,F50-54,10:44:58,266,21,2,01:20:50,662,88,7,05:32:00,412,30,3,03:42:59,186,18,1,00:5:17,231,37,3,00:3:51,115,19,1,FIN,08:44:02,27,1
1299,Graham BRUCE,Australia,Male,M55-59,10:07:53,169,156,2,00:54:43,36,30,3,05:11:13,228,214,5,03:53:49,264,235,4,00:4:39,151,131,6,00:3:28,77,64,1,FIN,08:46:51,28,1
753,Ben EXLEY,Australia,Male,M40-44,09:04:15,43,37,3,00:58:42,83,74,6,04:27:29,27,25,3,03:29:35,101,91,11,00:4:25,126,110,13,00:4:01,131,109,11,FIN,08:46:59,29,
129,Stacey HOGAN,Australia,Female,F35-39,09:55:34,137,11,1,01:01:11,115,15,3,05:02:38,154,10,1,03:43:00,187,19,1,00:4:31,140,19,4,00:4:12,156,26,1,FIN,08:48:01,30,1
108,Owen SHEATHER,Australia,Male,M25-29,08:54:08,35,30,3,00:52:54,25,22,3,04:40:09,53,48,4,03:12:53,40,33,4,00:4:39,150,130,15,00:3:31,80,67,5,FIN,08:49:54,31,
395,Adam HILLIS,New Zealand,Male,M25-29,08:54:41,36,31,4,00:57:54,73,65,7,04:39:57,52,47,3,03:10:59,35,30,2,00:3:19,34,28,2,00:2:31,8,5,1,FIN,08:50:27,32,
754,Lucas MCBEATH,Australia,Male,M40-44,09:08:09,46,40,4,01:08:08,270,238,30,04:33:21,41,37,5,03:18:26,57,49,5,00:5:07,217,185,22,00:3:05,43,35,4,FIN,08:50:46,33,
115,Filipe BISUTI,Brazil,Male,M30-34,08:50:53,31,27,4,01:01:30,119,104,17,04:34:10,43,39,4,03:08:47,29,25,3,00:3:18,33,27,3,00:3:06,45,37,5,FIN,08:50:53,34,
934,Anthea OLIVER,New Zealand,Female,F40-44,10:10:25,175,14,3,01:07:57,262,31,7,05:19:13,289,18,4,03:35:22,131,12,2,00:4:42,158,24,6,00:3:09,47,9,2,FIN,08:51:29,35,1
158,Jo COPE,Australia,Female,F50-54,10:54:40,312,28,3,01:19:06,615,80,5,05:29:21,392,25,2,03:56:26,283,30,3,00:5:19,239,39,4,00:4:27,178,29,3,FIN,08:51:55,36,1
122,Mark HEWAT,Australia,Male,M35-39,08:59:48,41,35,6,00:55:47,44,38,2,04:30:43,32,29,4,03:25:11,81,72,22,00:4:09,92,78,11,00:3:56,122,102,27,FIN,08:54:07,37,
173,Ben STONE,Australia,Male,M30-34,08:55:02,37,32,5,00:58:06,76,68,12,04:35:32,47,43,6,03:14:46,44,36,4,00:2:56,18,14,1,00:3:41,93,78,14,FIN,08:55:02,38,
218,Andrew KEEGAN,Jamaica,Male,M45-49,09:29:33,70,62,3,00:51:31,12,10,1,04:45:51,67,60,5,03:42:45,184,167,17,00:4:16,105,90,11,00:5:07,266,224,31,FIN,08:55:26,39,
175,Andres ZIMERI,Guatemala,Male,M30-34,08:56:12,40,34,6,00:57:53,72,64,10,04:35:04,45,41,5,03:16:00,50,42,7,00:3:41,61,49,7,00:3:31,81,68,12,FIN,08:56:12,40,
154,Roberto CARFAGNO,Croatia,Male,M50-54,09:56:08,140,129,2,01:04:08,182,160,7,05:02:26,153,144,6,03:40:24,166,152,5,00:4:43,160,135,6,00:4:26,176,148,6,FIN,08:56:38,41,1
207,Kiet DUONG,Australia,Male,M45-49,09:31:35,71,63,4,01:04:56,197,175,20,04:39:52,51,46,3,03:34:56,125,114,9,00:6:05,345,295,43,00:5:43,354,296,41,FIN,08:57:20,42,
146,Paul GARDNER,Australia,Male,M50-54,09:59:14,147,135,3,01:10:08,330,292,19,04:57:17,125,118,4,03:41:42,180,164,6,00:5:33,274,232,12,00:4:33,188,158,8,FIN,08:59:25,43,
682,Jack HAMBLETON,United Kingdom,Male,M35-39,09:05:25,44,38,7,01:01:34,121,106,22,04:47:31,77,70,17,03:08:44,28,24,7,00:4:44,162,136,28,00:2:51,30,23,2,FIN,08:59:41,44,
169,Warren HILL,New Zealand,Male,M80-84,16:12:45,1118,918,1,02:01:40,1187,976,1,07:05:04,1081,908,1,06:36:23,1100,898,1,00:16:52,1158,949,1,00:12:45,1057,863,1,FIN,09:00:21,45,
1437,Miki SASAKI,Japan,Female,F60-64,12:29:06,656,84,2,01:24:40,777,110,2,06:14:20,805,98,3,04:32:46,550,75,2,00:9:06,705,117,4,00:8:12,698,119,3,FIN,09:00:42,46,1
937,Benjamin WYLLIE,Australia,Male,M45-49,09:36:27,78,69,5,00:55:11,39,33,4,04:57:01,123,116,14,03:35:47,133,121,10,00:3:43,64,52,6,00:4:43,213,180,27,FIN,09:01:55,47,
124,Ben WALKER,Australia,Male,M35-39,09:08:45,47,41,8,00:59:51,94,85,17,04:46:04,69,62,14,03:14:12,43,35,10,00:4:55,191,163,38,00:3:41,94,79,18,FIN,09:02:59,48,
145,Darren VORSTER,Australia,Male,M50-54,10:03:14,158,145,4,01:06:32,226,199,11,05:07:51,197,185,12,03:39:34,160,147,4,00:5:58,331,282,17,00:3:16,58,47,2,FIN,09:03:01,49,
136,Manue HOOPER-BUE,Australia,Female,F40-44,10:24:05,209,17,4,01:03:07,155,19,3,05:31:18,406,28,7,03:42:28,181,17,4,00:3:57,78,14,3,00:3:14,54,11,3,FIN,09:03:23,50,1
1000,Tim FACEY,Australia,Male,M45-49,09:38:10,82,73,6,01:00:26,101,89,10,05:03:30,162,152,20,03:23:39,72,63,3,00:6:50,447,382,52,00:3:44,98,83,8,FIN,09:03:32,51,
152,Jason ROSE,Australia,Male,M50-54,10:04:54,160,147,5,01:04:03,177,156,6,04:55:32,112,105,3,03:54:23,270,241,12,00:5:40,291,247,13,00:5:14,281,237,9,FIN,09:04:31,52,
604,Ingkanont PIPATPON,Thailand,Male,M35-39,09:10:57,49,43,9,00:56:23,53,47,6,04:46:56,71,64,15,03:19:27,61,52,16,00:4:27,131,114,20,00:3:43,97,82,20,FIN,09:05:09,53,
170,Cody FRANICH,Australia,Male,M25-29,09:10:01,48,42,5,01:03:02,152,134,13,04:43:09,58,51,6,03:16:12,51,43,6,00:4:05,87,73,8,00:3:32,83,70,6,FIN,09:05:40,54,
164,Andrew KILSHAW,Australia,Male,M55-59,10:30:36,223,205,3,01:08:40,292,260,8,05:33:58,427,395,21,03:38:02,150,137,2,00:4:51,178,150,8,00:5:03,256,215,7,FIN,09:06:32,55,
644,Nathan KINROSS,Australia,Male,M35-39,09:13:29,50,44,10,01:07:08,239,211,41,04:32:53,39,36,7,03:25:38,83,74,24,00:4:26,128,111,17,00:3:23,68,55,11,FIN,09:07:40,56,
235,Kuwamoto TADAAKI,Japan,Male,M55-59,10:31:56,230,211,4,01:22:24,703,606,33,04:58:27,131,124,3,03:55:20,275,246,6,00:7:11,491,417,22,00:8:32,736,606,31,FIN,09:07:41,57,
966,Jared COOKE,Australia,Male,M45-49,09:42:46,88,78,7,01:00:02,98,87,9,04:52:39,98,91,10,03:39:59,162,149,15,00:5:31,268,226,34,00:4:32,186,156,22,FIN,09:07:51,58,
217,Laurent TRAVERS,France,Male,M45-49,09:42:46,89,79,8,01:06:38,227,200,25,04:48:54,85,78,7,03:37:54,145,133,13,00:3:39,60,48,5,00:5:39,341,288,40,FIN,09:07:51,59,
123,Matt LE MAITRE,Australia,Male,M35-39,09:15:56,51,45,11,01:02:45,148,130,26,04:51:30,94,87,22,03:15:57,48,40,11,00:2:56,19,15,1,00:2:46,22,16,1,FIN,09:10:05,60,
138,Mark HUBER,Australia,Male,M45-49,09:45:24,100,90,9,01:01:57,130,114,12,05:08:16,199,187,22,03:27:42,92,82,6,00:3:34,47,38,3,00:3:53,119,99,11,FIN,09:10:20,61,
698,Peter O'CONNELL,Ireland,Male,M35-39,09:17:22,52,46,12,01:13:08,421,374,65,04:43:39,60,53,12,03:10:36,32,28,9,00:6:01,336,286,61,00:3:56,123,103,28,FIN,09:11:30,62,
1288,Andrew FOX,Australia,Male,M55-59,10:36:53,239,219,5,01:06:30,225,198,7,05:12:11,234,220,6,04:05:22,346,306,8,00:7:48,558,466,25,00:5:00,248,209,6,FIN,09:11:59,63,
1013,Byron CLARKSON,Australia,Male,M45-49,09:47:15,106,96,10,00:54:42,35,29,2,05:05:32,179,169,21,03:39:20,157,144,14,00:3:46,67,55,7,00:3:53,120,100,12,FIN,09:12:04,64,
139,Sean TULLY,Australia,Male,M45-49,09:47:24,109,99,11,01:12:08,389,343,45,04:56:00,114,107,12,03:29:59,103,93,8,00:4:53,186,158,23,00:4:22,170,143,20,FIN,09:12:12,65,
1018,Scott PETRICEVICH,Australia,Male,M45-49,09:48:55,116,106,12,01:17:14,548,482,67,05:01:18,146,137,18,03:20:50,63,54,2,00:5:18,238,200,31,00:4:13,159,133,16,FIN,09:13:38,66,
397,Sam ELSTOB,New Zealand,Male,M25-29,09:18:26,53,47,6,00:55:50,46,40,5,04:48:43,83,76,12,03:26:51,89,79,9,00:4:14,101,87,10,00:2:45,18,13,2,FIN,09:14:01,67,
413,Zoe PLUIMERS,Australia,Female,F25-29,10:18:29,192,15,1,00:57:01,63,7,1,05:31:12,405,27,2,03:41:10,174,15,1,00:4:36,147,20,1,00:4:27,180,30,3,FIN,09:14:13,68,1
128,Galym CHUASHEV,Kazakhstan,Male,M35-39,09:21:07,58,52,13,01:08:40,293,261,52,04:58:13,129,122,34,03:06:19,21,19,4,00:4:56,193,165,39,00:2:58,35,27,3,FIN,09:15:13,69,
954,Gene THOMAS,New Zealand,Male,M45-49,09:51:09,125,115,13,01:18:19,593,517,72,04:50:00,89,82,9,03:36:11,135,123,11,00:3:55,76,64,8,00:2:43,16,11,2,FIN,09:15:44,70,
219,Cam WASLEY,New Zealand,Male,M45-49,09:51:11,126,116,14,01:07:32,250,220,26,05:03:25,161,151,19,03:28:54,97,87,7,00:6:16,364,311,46,00:5:02,252,212,29,FIN,09:15:46,71,
1276,Nana OTSU,Japan,Female,F50-54,11:24:15,410,40,4,01:26:40,829,119,13,05:43:22,508,43,4,04:00:16,314,37,4,00:9:01,698,116,11,00:4:54,238,36,5,FIN,09:15:57,72,1
1085,Margot SOUTHGATE,New Zealand,Female,F45-49,10:54:20,309,27,1,01:15:33,499,61,5,05:18:54,288,17,1,04:08:07,361,43,2,00:6:20,374,56,4,00:5:25,308,48,4,FIN,09:16:14,73,1
374,Adrien CHABREFY,France,Male,M25-29,09:21:04,57,51,7,00:58:45,84,75,8,04:47:59,82,75,11,03:27:04,91,81,10,00:3:50,71,59,6,00:3:25,72,59,4,FIN,09:16:38,74,
1067,Craig NIEPER,New Zealand,Male,M45-49,09:52:10,127,117,15,01:04:37,191,169,19,05:00:26,143,134,17,03:36:46,139,127,12,00:6:12,357,305,45,00:4:08,150,125,15,FIN,09:16:41,75,
1007,David BUITENDAG,Australia,Male,M45-49,09:53:11,130,120,16,01:11:54,381,337,44,04:43:38,59,52,4,03:50:33,241,216,24,00:4:20,118,102,14,00:2:45,19,14,3,FIN,09:17:39,76,
426,Brandon CAPRARA,Australia,Male,M30-34,09:18:43,54,48,7,01:03:44,170,149,27,04:44:27,63,56,8,03:24:13,78,69,12,00:3:41,62,50,8,00:2:36,12,8,1,FIN,09:18:43,77,
131,Matthew THOMPSON,Australia,Male,M40-44,09:37:15,81,72,5,01:10:14,331,293,40,04:51:01,93,86,9,03:26:20,88,78,9,00:4:48,172,144,15,00:4:50,230,195,24,FIN,09:18:57,78,
10056,Rajan THANANAYAGAM,Sri Lanka,Male,M50-54,10:21:42,203,187,6,01:10:48,348,307,21,05:11:59,233,219,13,03:48:31,222,201,7,00:4:24,125,109,4,00:5:57,388,327,24,FIN,09:19:39,79,
114,Anton ILCHENKO,Australia,Male,M30-34,09:20:02,56,50,8,00:51:39,14,12,2,04:47:04,72,65,10,03:31:16,110,99,18,00:4:50,176,148,18,00:5:10,272,229,39,FIN,09:20:02,80,
1514,Scott REMOND,Australia,Male,M35-39,09:26:19,61,54,14,00:58:08,78,70,13,04:31:53,38,35,6,03:45:53,207,188,47,00:4:29,135,118,21,00:5:55,385,324,66,FIN,09:20:22,81,
408,Caitlin DAVIS,Australia,Female,F25-29,10:25:33,210,18,2,01:03:39,165,20,2,05:19:52,294,19,1,03:51:47,249,26,2,00:4:48,170,28,3,00:5:25,306,47,6,FIN,09:20:33,82,1
1303,Stephen DUMMETT,Australia,Male,M55-59,10:47:21,278,256,6,01:11:35,373,330,12,05:27:08,367,343,13,03:53:57,267,238,5,00:8:14,602,501,29,00:6:25,456,385,17,FIN,09:21:03,83,
182,Nick PLUIMERS,Australia,Male,M35-39,09:27:59,64,57,15,00:54:15,33,27,1,04:52:11,96,89,23,03:33:11,116,105,29,00:4:33,143,124,24,00:3:47,103,88,22,FIN,09:22:01,84,
684,Duncan KINNEAR,United Kingdom,Male,M35-39,09:28:20,66,58,16,00:55:51,47,41,3,05:00:07,141,132,37,03:22:39,69,60,18,00:4:47,169,142,31,00:4:54,237,202,49,FIN,09:22:21,85,
130,Kate LAHART,Ireland,Female,F35-39,10:34:23,235,20,2,01:02:31,140,18,4,05:24:02,331,22,2,03:57:31,294,31,4,00:4:20,115,16,2,00:5:58,389,62,5,FIN,09:22:26,86,1
15025,John PANTELIS,Australia,Male,M65-69,12:25:22,639,557,2,01:26:01,811,696,8,06:06:18,716,634,6,04:42:25,633,546,2,00:5:52,320,272,2,00:4:44,217,184,1,FIN,09:22:54,87,
190,Kuok TEH,Malaysia,Male,M35-39,09:29:00,68,60,17,01:04:42,192,170,34,04:56:07,116,109,27,03:19:55,62,53,17,00:4:49,174,146,32,00:3:25,73,60,13,FIN,09:23:01,88,
1498,Alex QUIBELL,Australia,Male,M35-39,09:29:21,69,61,18,01:06:55,235,207,40,04:49:49,87,80,19,03:23:53,74,65,19,00:4:01,83,69,9,00:4:41,209,178,44,FIN,09:23:22,89,
336,James LONERAGAN,Australia,Male,M25-29,09:27:54,63,56,8,01:08:16,273,241,25,04:43:45,62,55,7,03:28:21,93,83,11,00:4:17,106,91,11,00:3:13,53,43,3,FIN,09:23:24,90,
964,Pete SHORT,Australia,Male,M45-49,09:59:22,148,136,17,01:07:42,258,228,28,05:17:16,266,251,33,03:24:27,79,70,4,00:5:19,241,202,32,00:4:37,195,164,25,FIN,09:23:27,91,
313,Aaron SMITH,Australia,Male,M25-29,09:28:40,67,59,9,01:08:27,283,251,26,04:55:17,111,104,16,03:15:03,46,38,5,00:5:49,311,265,27,00:4:03,137,114,11,FIN,09:24:10,92,
13028,Peter RASH,Australia,Male,M65-69,12:27:06,646,564,3,01:23:14,735,632,6,05:44:19,521,477,4,05:02:19,766,651,3,00:11:01,906,750,8,00:6:11,424,357,3,FIN,09:24:12,93,
199,Pascal DUCRAY,Mauritius,Male,M40-44,09:42:47,90,80,6,00:55:44,43,37,3,05:00:51,144,135,14,03:36:38,136,124,16,00:5:33,273,231,28,00:4:01,132,110,12,FIN,09:24:18,94,
812,Gerrard GRANT,Australia,Male,M40-44,09:44:02,95,85,7,01:07:24,244,214,27,04:54:24,104,97,11,03:33:53,120,109,13,00:5:02,210,179,21,00:3:17,59,48,5,FIN,09:25:31,95,
10048,Darryl HARRIS,Australia,Male,M60-64,11:24:52,416,376,3,01:02:42,146,128,1,05:25:49,351,328,4,04:43:55,640,550,10,00:6:05,346,296,6,00:6:18,442,373,5,FIN,09:25:50,96,
465,Matthew HART,Australia,Male,M30-34,09:25:53,60,53,9,01:01:30,120,105,18,04:55:12,109,102,17,03:22:04,68,59,10,00:3:51,72,60,11,00:3:15,57,46,9,FIN,09:25:53,97,
575,Jacqui GRAHAM,Australia,Female,F30-34,10:30:54,226,19,3,01:15:14,486,59,13,05:34:55,434,33,4,03:30:31,105,11,3,00:6:09,353,51,7,00:4:02,135,23,4,FIN,09:26:21,98,1
1316,Stephen COGAN,Australia,Male,M55-59,10:54:14,308,282,7,01:11:08,358,316,11,05:24:14,333,311,11,04:04:59,342,302,7,00:6:49,445,380,18,00:7:03,544,460,22,FIN,09:27:01,99,
876,David OLIVER,New Zealand,Male,M40-44,09:46:12,102,92,8,01:03:20,157,138,13,04:52:33,97,90,10,03:37:21,143,131,17,00:5:25,252,212,26,00:7:30,610,515,68,FIN,09:27:37,100,
1333,Xavier WILMART,Belgium,Male,M55-59,10:54:57,315,287,8,01:11:36,375,332,13,05:14:50,247,232,7,04:16:13,428,376,12,00:6:35,403,339,13,00:5:41,347,291,12,FIN,09:27:38,101,
645,Jordy WRIGHT,Australia,Male,M35-39,09:33:41,73,65,19,00:56:23,54,48,7,04:33:59,42,38,8,03:55:41,277,248,56,00:3:55,75,63,8,00:3:42,95,80,19,FIN,09:27:39,102,
111,Nicolas BARBALAN,Argentinia,Male,M30-34,09:27:45,62,55,10,01:01:41,124,109,20,05:04:06,167,157,30,03:15:00,45,37,5,00:3:37,54,43,6,00:3:20,64,51,10,FIN,09:27:45,103,
179,Luke KOHLER,Australia,Male,M35-39,09:33:51,75,67,20,01:15:50,508,446,80,04:44:41,65,58,13,03:25:25,82,73,23,00:4:54,188,160,36,00:2:59,38,30,4,FIN,09:27:49,104,
252,Craig LAZARUS,South Africa,Male,M45-49,10:04:18,159,146,18,01:12:55,415,368,50,04:47:42,79,72,6,03:52:16,253,225,25,00:5:52,321,273,38,00:5:32,324,274,37,FIN,09:28:06,105,
201,Amanda RUSSELL,Australia,Female,F40-44,10:52:52,300,26,5,01:17:48,570,71,14,05:37:50,459,35,8,03:48:39,225,23,5,00:4:59,201,29,7,00:3:35,86,14,5,FIN,09:28:27,106,1
863,Neil MCELVANNA,Ireland,Male,M40-44,09:47:25,110,100,9,00:59:29,90,81,9,05:14:03,241,227,29,03:23:07,70,61,7,00:4:59,202,173,20,00:5:45,360,302,39,FIN,09:28:47,107,
1069,Ilya PETROV,New Zealand,Male,M45-49,10:05:14,161,148,19,01:04:04,178,157,18,04:55:00,106,99,11,03:56:57,287,257,27,00:4:52,182,154,21,00:4:19,164,137,17,FIN,09:28:58,108,
234,Brenton JOHNSTON,Australia,Male,M55-59,10:56:35,324,295,9,01:09:20,309,275,10,05:20:09,300,281,9,04:16:55,435,383,13,00:4:10,94,80,3,00:6:00,395,332,14,FIN,09:29:03,109,
194,Tom CROUCH,Australia,Male,M40-44,09:47:50,112,102,10,01:15:10,483,425,55,05:08:24,202,190,23,03:12:40,39,32,2,00:6:57,460,393,51,00:4:36,193,162,16,FIN,09:29:11,110,
1315,Luch TOSIN,Australia,Male,M55-59,10:56:50,326,297,10,01:22:10,699,603,32,05:30:51,404,378,19,03:51:24,245,220,3,00:6:45,431,366,17,00:5:38,337,285,11,FIN,09:29:16,111,
198,Kim HATTON,Australia,Male,M40-44,09:48:07,113,103,11,01:08:01,265,234,29,05:05:32,180,170,18,03:26:07,86,77,8,00:4:00,82,68,5,00:4:25,172,145,13,FIN,09:29:28,112,
696,Ciaran BOYLE,Ireland,Male,M35-39,09:35:31,77,68,21,01:06:43,230,202,38,04:50:00,88,81,20,03:28:29,94,84,26,00:5:16,229,193,44,00:5:01,250,210,51,FIN,09:29:28,113,
296,Ryan AITKEN,Australia,Male,M18-24,09:47:18,107,97,2,01:07:50,260,230,23,05:07:32,196,184,5,03:23:51,73,64,3,00:3:57,80,66,5,00:4:05,142,118,8,FIN,09:29:33,114,
203,Claire FERGUSON,Australia,Female,F40-44,10:54:59,316,29,6,01:07:12,241,29,6,05:22:03,315,21,5,04:16:56,436,53,13,00:5:28,255,41,9,00:3:19,61,12,4,FIN,09:30:17,115,1
1130,Paul EDWARDS,United Kingdom,Male,M50-54,10:35:02,236,216,7,01:17:15,549,483,41,05:07:22,195,183,11,03:56:46,286,256,13,00:6:38,410,346,24,00:6:59,537,454,37,FIN,09:31:39,116,
764,Robert LANG,Australia,Male,M40-44,09:50:48,122,112,12,01:03:48,171,150,16,04:58:40,132,125,13,03:35:04,126,115,15,00:8:30,634,527,68,00:4:44,216,183,21,FIN,09:32:04,117,
1141,David HUNTER,Australia,Male,M50-54,10:35:41,237,217,8,01:02:40,145,127,2,05:22:32,320,299,19,03:59:59,311,275,16,00:5:08,219,186,7,00:5:20,298,253,11,FIN,09:32:14,118,
1411,John HORNSBY,Australia,Male,M60-64,11:32:57,447,401,4,01:15:39,502,441,11,05:58:40,664,595,17,04:10:03,374,329,2,00:4:45,165,139,3,00:3:47,104,89,2,FIN,09:32:30,119,
109,Andrew HAWKINS,Australia,Male,M25-29,09:37:10,80,71,10,01:08:01,264,233,24,04:48:45,84,77,13,03:33:15,117,106,15,00:3:22,37,30,3,00:3:45,99,84,7,FIN,09:32:36,120,
687,Gareth FLETCHER,United Kingdom,Male,M35-39,09:38:58,83,74,22,01:09:39,318,283,54,04:57:59,128,121,33,03:19:02,60,51,15,00:8:13,601,500,89,00:4:02,136,113,30,FIN,09:32:53,121,
431,Jack DICKENS,Australia,Male,M30-34,09:32:54,72,64,11,01:04:30,189,167,29,04:54:49,105,98,14,03:25:07,80,71,13,00:4:18,107,92,14,00:4:08,149,124,22,FIN,09:32:54,122,
