Bib,Name,Country,gender,Division,Overall Time,Overall Rank,Gender Rank,Age Group Rank,Swim Time,Swim Rank,Gender Swim Rank,Age Group Swim Rank,Bike Time,Bike Rank,Gender Bike Rank,Age Group Bike Rank,Run Time,Run Rank,Gender Run Rank,Age Group Run Rank,Transition 1 Time,Transition 1 Rank,Gender Transition 1 Rank,Age Group Transition 1 Rank,Transition 2 Time,Transition 2 Rank,Gender Transition 2 Rank,Age Group Transition 2 Rank,Finish,Qualifier Time,Qualifier Rank,Qualified
783,Mark Flores,United States,Male,M55-59,10:10:02,212,203,8,00:50:42,1174,970,101,05:15:46,235,223,17,03:48:36,219,204,7,00:9:19,406,349,26,00:5:39,261,224,12,FIN,08:48:42,67,
252,Brett Mcphedran,Canada,Male,M40-44,09:06:32,40,40,10,00:42:21,160,139,24,04:53:50,78,77,16,03:17:06,28,28,9,00:7:31,156,136,29,00:5:44,274,236,47,FIN,08:49:12,68,
523,Peter Eberle,United States,Male,M55-59,10:10:43,213,204,9,00:39:43,45,40,3,05:21:22,303,289,22,03:57:10,292,270,11,00:7:27,148,130,2,00:5:00,171,152,4,FIN,08:49:18,69,
270,Rafael Sanchez Nazariega,Mexico,Male,M50-54,09:49:05,138,131,14,00:48:06,758,647,81,05:11:10,188,179,22,03:35:10,117,110,11,00:8:48,322,278,30,00:5:51,285,247,24,FIN,08:50:17,70,
240,Gregor Davidheiser,United States,Male,M30-34,08:50:47,23,23,6,00:40:04,53,48,13,04:27:24,5,5,1,03:34:50,115,108,23,00:5:42,18,18,9,00:2:47,8,8,3,FIN,08:50:47,71,
661,Chester Dilday,United States,Male,M60-64,10:43:15,348,326,7,00:51:10,1247,1028,48,05:28:23,386,367,13,04:07:56,384,349,6,00:9:51,499,427,9,00:5:56,297,258,5,FIN,08:51:27,72,
2155,Will Fuchs,United States,Male,M18-24,09:08:02,43,43,2,00:45:13,388,334,11,05:12:02,200,190,4,02:57:29,4,4,1,00:7:00,102,88,4,00:6:18,356,312,12,FIN,08:51:28,73,
195,Matthieu Juillerat,Switzerland,Male,M30-34,08:51:31,24,24,7,00:39:39,41,38,10,04:51:47,70,69,17,03:11:57,14,14,5,00:5:10,4,4,2,00:2:57,11,11,4,FIN,08:51:31,74,
275,Greg Patterson,United States,Male,M50-54,09:50:33,146,139,15,00:40:47,85,75,6,05:00:30,108,104,11,03:56:40,289,268,28,00:8:32,285,245,26,00:4:04,69,63,5,FIN,08:51:36,75,
226,Rob Pouw,Netherlands,Male,M35-39,08:58:24,31,31,9,00:44:37,335,289,55,04:35:49,16,16,5,03:28:39,77,72,20,00:6:11,44,41,10,00:3:07,16,16,6,FIN,08:52:44,76,
348,Carlos Hurtado,Colombia,Male,M40-44,09:11:00,48,48,11,00:41:22,107,94,15,05:02:30,119,113,25,03:17:11,29,29,10,00:6:02,32,30,7,00:3:54,57,53,13,FIN,08:53:31,77,
790,Ronan Foucher,France,Male,M40-44,09:11:33,50,49,12,00:42:59,189,166,33,04:53:14,76,75,15,03:22:51,48,47,14,00:8:51,333,288,56,00:3:38,36,34,11,FIN,08:54:03,78,
1076,John Schneider,United States,Male,M55-59,10:16:13,231,218,10,00:39:25,35,32,2,05:25:51,359,343,26,03:55:53,274,257,10,00:7:39,168,146,4,00:7:25,499,422,29,FIN,08:54:04,79,
360,Hope Hoffman,United States,Female,F25-29,09:56:08,163,9,1,00:41:54,134,16,5,05:16:58,249,13,2,03:47:03,203,13,1,00:6:33,62,5,2,00:3:40,37,3,1,FIN,08:54:11,80,1
1850,Mark Thorum,United States,Male,M65-69,11:47:33,721,643,2,00:43:33,240,212,2,05:33:53,461,435,1,05:11:38,1110,930,3,00:9:29,434,369,1,00:9:00,762,625,3,FIN,08:54:20,81,
177,Joey Rivera,United States,Male,M55-59,10:18:09,240,227,11,00:46:26,538,462,43,05:33:10,452,426,36,03:43:41,179,170,2,00:9:46,484,412,37,00:5:06,183,159,5,FIN,08:55:45,82,
2137,Kevin Le,United States,Male,M25-29,09:00:18,32,32,3,00:40:17,62,57,7,04:42:18,34,34,3,03:27:26,70,66,8,00:6:04,35,33,4,00:4:13,84,78,6,FIN,08:56:01,83,
665,Becky Mcquain,United States,Female,F40-44,10:15:47,228,12,3,00:45:39,434,57,5,05:41:19,559,36,5,03:34:22,110,7,3,00:9:12,387,53,9,00:5:14,204,28,6,FIN,08:56:09,84,1
1994,Arturo Diaz,Mexico,Male,M50-54,09:55:46,162,154,16,00:47:02,606,524,62,05:07:50,151,145,14,03:48:25,214,200,20,00:7:59,217,188,18,00:4:29,114,104,10,FIN,08:56:18,85,
402,David Levenson,United States,Male,M40-44,09:13:58,54,52,13,00:45:25,405,351,60,04:52:19,73,72,14,03:23:05,51,50,15,00:8:13,256,223,44,00:4:56,162,143,32,FIN,08:56:24,86,
1030,John Drury,United States,Male,M60-64,10:50:08,378,352,8,00:47:13,630,545,23,05:20:40,294,281,5,04:22:38,531,468,8,00:11:35,786,662,18,00:8:02,593,499,17,FIN,08:57:08,87,
280,Kris Warszawski,United States,Male,M60-64,10:50:17,379,353,9,00:48:39,862,730,34,05:10:57,186,177,2,04:34:39,666,584,15,00:9:30,436,371,7,00:6:32,379,330,9,FIN,08:57:15,88,
559,Ran Liu,United States,Female,F55-59,11:30:58,613,63,1,00:52:55,1497,285,24,06:21:32,1219,157,10,03:56:23,283,21,1,00:12:25,950,164,11,00:7:42,541,84,4,FIN,08:57:26,89,1
525,Frederic Hadi,Canada,Male,M40-44,09:15:02,58,56,14,00:45:15,393,339,59,05:02:12,118,112,24,03:15:15,21,21,4,00:7:11,121,105,24,00:5:09,190,165,37,FIN,08:57:26,90,
1885,Luigi Rossi,Italy,Male,M60-64,10:50:34,383,357,10,00:49:19,971,814,36,05:22:57,325,309,9,04:09:53,406,366,7,00:22:14,2102,1622,88,00:6:12,339,296,7,FIN,08:57:29,91,
472,Ricardo Mazzini,United States,Male,M35-39,09:03:21,34,34,10,00:43:12,209,185,30,04:50:57,66,65,16,03:20:07,39,38,10,00:5:54,24,23,5,00:3:12,21,21,9,FIN,08:57:38,92,
234,Anton Komarov,United States,Male,M35-39,09:03:24,35,35,11,00:42:12,149,130,23,04:53:35,77,76,20,03:18:19,32,32,7,00:6:07,38,36,9,00:3:11,20,20,8,FIN,08:57:41,93,
1847,Fabian Wanner,Germany,Male,M35-39,09:03:27,36,36,12,00:42:40,172,149,26,04:36:22,17,17,6,03:34:39,113,106,29,00:6:43,80,72,20,00:3:03,13,13,4,FIN,08:57:44,94,
194,John Novikoff,United States,Male,M45-49,09:33:31,91,87,7,00:45:33,421,367,54,04:39:53,30,30,5,03:57:13,295,273,37,00:6:35,71,65,8,00:4:17,93,86,12,FIN,08:59:09,95,
1120,Trey Seibold,United States,Male,M55-59,10:22:15,257,242,12,00:39:14,31,28,1,05:28:56,396,376,29,03:59:39,310,286,13,00:7:45,182,157,6,00:6:40,398,346,25,FIN,08:59:18,96,
2246,Anthony Ross,United States,Male,M50-54,09:59:11,174,165,17,00:42:05,143,125,15,04:56:39,93,89,5,04:06:53,377,343,36,00:8:48,324,280,31,00:4:47,144,129,14,FIN,08:59:23,97,
329,Alexandra Dronkers,Netherlands,Female,F70-74,13:57:46,1532,277,1,00:47:45,711,100,1,06:28:52,1361,189,1,06:18:45,1669,329,1,00:12:50,1027,183,1,00:9:33,864,164,2,FIN,08:59:26,98,1
2182,Nicolas Perez,Brazil,Male,M18-24,09:16:55,59,57,3,00:41:04,96,86,6,04:58:16,100,96,2,03:26:53,65,62,3,00:6:55,98,86,3,00:3:46,45,42,2,FIN,09:00:05,99,
310,Heather Suhr,United States,Female,F40-44,10:20:39,250,15,4,00:46:02,484,65,8,05:48:07,663,48,8,03:27:03,67,4,2,00:12:04,877,142,34,00:7:23,493,73,11,FIN,09:00:23,100,1
187,Macarena Valdes,Chile,Female,F45-49,10:35:49,313,21,2,00:52:31,1443,267,30,05:27:16,376,19,2,03:51:44,245,16,1,00:13:55,1243,228,20,00:10:23,1052,216,20,FIN,09:00:30,101,1
169,Scott Goodrich,United States,Male,M45-49,09:35:00,96,92,8,00:45:55,471,411,58,04:46:46,45,44,9,03:51:48,246,230,28,00:6:45,84,76,10,00:3:46,47,44,5,FIN,09:00:33,102,
772,Caroline Wilson,United States,Female,F55-59,11:35:18,636,66,2,00:51:39,1323,233,19,05:31:40,427,25,1,05:00:26,982,140,7,00:7:38,164,22,1,00:3:54,56,4,1,FIN,09:00:48,103,1
597,Brett King,United States,Male,M35-39,09:06:47,42,42,13,00:36:45,5,5,3,04:47:42,46,45,9,03:32:44,104,98,26,00:5:34,13,13,3,00:4:03,68,62,19,FIN,09:01:02,104,
355,Justin Clark,United States,Male,M30-34,09:01:45,33,33,8,00:39:36,39,36,9,04:36:56,19,19,5,03:34:06,109,103,21,00:7:27,149,131,26,00:3:41,40,37,6,FIN,09:01:45,105,
555,Paul Scsavnicki,United States,Male,M60-64,10:55:46,419,390,11,00:49:31,1001,837,37,05:22:47,323,307,8,04:26:57,587,516,11,00:10:14,553,475,11,00:6:16,348,305,8,FIN,09:01:47,106,
1131,Daniel Beloso,Spain,Male,M50-54,10:02:08,183,174,18,00:44:31,326,281,31,05:00:06,107,103,10,04:05:24,354,325,35,00:7:10,116,100,9,00:4:56,161,142,15,FIN,09:02:02,107,
1251,Rocky Ursino,United States,Male,M50-54,10:02:45,185,176,19,00:43:22,227,202,25,05:17:28,254,241,30,03:49:18,225,210,22,00:6:35,70,64,5,00:6:03,316,276,27,FIN,09:02:35,108,
265,Przemyslaw Janik,Poland,Male,M40-44,09:20:34,66,63,15,00:47:09,622,539,92,04:56:30,89,86,19,03:29:27,81,76,18,00:5:04,2,2,1,00:2:23,1,1,1,FIN,09:02:47,109,
236,Holger Bohm,Canada,Male,M45-49,09:37:50,105,101,9,00:42:42,176,153,15,04:49:21,52,51,10,03:56:33,288,267,35,00:5:46,20,20,2,00:3:28,29,28,2,FIN,09:03:13,110,
1561,Michael Alexander,United States,Male,M50-54,10:03:31,188,179,20,00:46:10,502,436,48,05:07:59,152,146,15,03:56:24,284,263,27,00:7:24,143,126,11,00:5:34,251,216,22,FIN,09:03:17,111,
1831,Edgar Corral,United States,Male,M45-49,09:37:59,106,102,10,00:46:26,541,465,68,04:59:31,105,101,17,03:40:12,149,141,13,00:8:04,234,203,32,00:3:47,49,46,6,FIN,09:03:21,112,
834,Harry Boscawen,United Kingdom,Male,M30-34,09:04:01,38,38,9,00:40:45,83,74,17,04:43:43,38,38,11,03:32:43,103,97,20,00:4:08,1,1,1,00:2:41,5,5,2,FIN,09:04:01,113,
932,Larry Smith,United States,Male,M70-74,13:11:35,1253,1051,2,00:47:02,608,526,2,06:31:25,1409,1205,7,05:36:25,1350,1100,2,00:9:49,493,421,1,00:6:54,428,371,1,FIN,09:04:17,114,
2278,Tommaso Paxia,Italy,Male,M45-49,09:39:23,109,104,11,00:43:41,255,223,26,05:08:05,153,147,22,03:34:31,111,104,7,00:8:45,317,273,42,00:4:21,104,95,13,FIN,09:04:40,115,
183,Lutz Glahn,Germany,Male,M55-59,10:28:46,280,263,13,00:43:12,208,184,16,05:17:33,259,246,19,04:13:38,446,393,17,00:8:46,320,276,18,00:5:37,257,221,11,FIN,09:04:57,116,
239,Sergio Saavedra,Mexico,Male,M50-54,10:05:34,194,185,21,00:51:21,1274,1051,152,05:11:54,199,189,25,03:38:03,133,125,14,00:12:57,1048,860,101,00:11:18,1220,957,133,FIN,09:05:07,117,
181,Scott Galloway,United States,Female,M35-39,09:11:32,49,1,14,00:42:23,163,22,25,04:54:16,80,2,21,03:24:03,55,3,14,00:6:34,68,6,18,00:4:16,91,7,21,FIN,09:05:44,118,
516,Deanna Morris,United States,Female,F60-64,12:36:22,1039,132,1,00:58:47,1975,433,14,06:15:26,1105,124,5,05:03:30,1018,148,1,00:12:03,874,140,4,00:6:35,386,51,1,FIN,09:05:56,119,1
1113,Evan Levy,United States,Male,M25-29,09:10:18,47,47,4,00:45:46,448,389,37,04:46:17,43,42,5,03:28:14,73,68,9,00:5:55,25,24,3,00:4:06,75,69,4,FIN,09:05:57,120,
1006,Vit Kovarik,Czechia,Male,M45-49,09:40:54,113,108,12,00:45:59,479,417,59,05:03:05,121,115,19,03:38:01,132,124,9,00:9:42,474,403,62,00:4:07,78,72,7,FIN,09:06:06,121,
896,Colin Grove,United States,Male,M50-54,10:06:50,200,191,22,00:48:23,807,692,86,05:16:10,238,226,28,03:48:58,222,207,21,00:8:42,307,264,28,00:4:38,132,121,13,FIN,09:06:16,122,
741,Luiz Mauro Grohs,Brazil,Male,M35-39,09:12:15,52,50,15,00:43:38,251,220,38,04:54:45,82,80,23,03:22:59,49,48,12,00:7:23,141,124,29,00:3:29,30,29,12,FIN,09:06:27,123,
277,Kevin Stumpf,United States,Male,M35-39,09:12:19,53,51,16,00:41:47,125,110,18,04:48:33,48,47,11,03:29:28,83,78,22,00:6:21,51,47,12,00:6:10,338,295,56,FIN,09:06:31,124,
