Bib,Name,Country,gender,Division,Overall Time,Overall Rank,Gender Rank,Age Group Rank,Swim Time,Swim Rank,Gender Swim Rank,Age Group Swim Rank,Bike Time,Bike Rank,Gender Bike Rank,Age Group Bike Rank,Run Time,Run Rank,Gender Run Rank,Age Group Run Rank,Transition 1 Time,Transition 1 Rank,Gender Transition 1 Rank,Age Group Transition 1 Rank,Transition 2 Time,Transition 2 Rank,Gender Transition 2 Rank,Age Group Transition 2 Rank,Finish,Qualifier Time,Qualifier Rank,Qualified
1645,Tristan Fabre,France,Male,M30-34,09:28:22,8,5,2,01:08:11,275,199,33,05:03:42,6,4,1,03:08:46,3,3,2,00:4:50,55,28,9,00:2:53,41,20,8,FIN,09:28:22,29,1
781,Mary Latza,United States,Female,F45-49,11:11:05,159,37,4,01:09:34,316,84,7,06:04:20,336,68,7,03:46:05,97,30,2,00:7:20,346,128,18,00:3:45,114,52,6,FIN,09:30:29,30,
578,Troy Allaby,Canada,Male,M50-54,10:34:33,73,53,3,01:07:11,222,159,24,05:31:27,91,72,6,03:48:01,109,78,6,00:4:35,37,19,3,00:3:18,69,38,4,FIN,09:31:13,31,1
818,Clint Dowd,United States,Male,M60-64,11:31:52,220,169,2,01:06:02,194,134,3,05:55:26,254,205,4,04:16:13,300,221,3,00:7:08,307,190,4,00:7:03,602,410,13,FIN,09:31:37,32,
249,Allison Larochelle,United States,Female,F40-44,10:59:01,130,32,2,01:00:48,79,27,4,05:45:13,175,36,2,04:05:07,217,59,4,00:4:37,38,19,1,00:3:17,68,31,1,FIN,09:33:48,33,
894,Liv Devitt,United States,Female,F30-34,10:39:57,79,24,2,01:10:21,348,92,15,05:39:21,138,28,4,03:41:53,81,26,3,00:5:15,82,42,5,00:3:07,60,27,4,FIN,09:34:28,34,
240,Mark Cullen,Canada,Male,M30-34,09:34:57,11,6,3,00:56:29,33,19,5,05:12:59,25,17,5,03:18:49,17,9,7,00:3:54,17,5,2,00:2:45,28,13,5,FIN,09:34:57,35,
415,Michael Davis,United States,Male,M65-69,12:42:57,535,401,2,01:13:43,500,356,4,06:16:24,483,386,3,04:58:06,714,509,2,00:8:36,537,361,3,00:6:07,447,304,2,FIN,09:36:10,36,
237,Marc Arseneau,Canada,Male,M55-59,11:05:55,144,110,4,00:59:39,63,43,4,05:34:52,114,93,4,04:18:44,322,237,11,00:6:26,213,126,6,00:6:14,467,318,20,FIN,09:37:08,37,
268,Louise Taylor,Canada,Female,F55-59,12:23:38,434,103,2,01:11:35,408,111,5,06:47:02,839,201,18,04:17:07,307,81,3,00:5:05,76,36,1,00:2:49,33,18,1,FIN,09:38:23,38,
780,Thomas Fedinger,Germany,Male,M40-44,09:59:11,26,14,1,01:00:30,76,52,9,05:13:03,26,18,3,03:39:09,71,47,6,00:3:55,19,6,1,00:2:35,19,9,1,FIN,09:40:11,39,1
319,Corentin Provost,Canada,Male,M30-34,09:40:18,15,7,4,01:01:55,97,68,11,05:14:13,29,20,6,03:17:44,13,7,6,00:3:33,10,1,1,00:2:53,42,21,9,FIN,09:40:18,40,
1362,Curtis Bentley,United States,Male,M60-64,11:42:23,267,203,3,01:13:23,477,343,10,05:56:25,259,210,5,04:16:50,305,225,4,00:9:18,660,445,12,00:6:27,497,340,10,FIN,09:40:18,41,
281,Bob Mueller,United States,Male,M55-59,11:09:40,154,118,5,00:56:44,36,22,2,05:47:16,194,155,6,04:13:35,271,198,7,00:6:53,272,165,9,00:5:11,294,196,10,FIN,09:40:24,42,
1286,Jeremy Gouin,Canada,Male,M25-29,09:45:58,17,9,2,00:54:51,13,5,2,05:16:57,35,25,4,03:24:39,31,17,2,00:6:09,177,101,17,00:3:22,80,43,6,FIN,09:41:20,43,1
192,Tom Lennon,United States,Male,M40-44,10:00:33,29,17,2,01:06:14,199,138,18,05:09:27,15,9,1,03:34:39,58,36,4,00:5:57,156,85,17,00:4:16,170,97,12,FIN,09:41:30,44,1
1375,Brittani Bennett,United States,Female,F25-29,10:49:04,105,27,1,00:55:04,18,12,1,06:00:58,303,57,2,03:44:07,90,29,1,00:5:13,80,40,3,00:3:42,110,51,5,FIN,09:41:37,45,
308,Sergio Soares,Canada,Male,M30-34,09:42:23,16,8,5,01:01:14,87,59,10,05:09:36,16,10,3,03:23:47,29,15,8,00:4:55,60,32,11,00:2:52,39,18,7,FIN,09:42:23,46,
159,Steve Roulier,United States,Male,M60-64,11:45:46,279,212,4,01:09:53,327,239,6,05:49:00,213,172,2,04:36:09,511,370,9,00:5:32,116,60,1,00:5:13,300,200,2,FIN,09:43:06,47,
1091,Seth Austin,United States,Male,M40-44,10:03:46,33,20,3,00:55:17,20,8,3,05:35:51,119,97,17,03:21:04,23,12,2,00:5:56,154,83,16,00:5:38,378,259,41,FIN,09:44:37,48,
672,Caroline Rotherham,United States,Female,F30-34,10:52:22,113,29,3,01:08:02,269,75,14,05:38:57,135,26,3,03:56:16,152,42,4,00:5:30,111,54,7,00:3:38,103,49,7,FIN,09:45:37,49,
460,Christine Butler,Canada,Female,F60-64,13:31:28,775,211,3,01:24:07,1007,288,8,07:04:17,999,260,5,04:49:38,638,179,4,00:8:14,478,162,4,00:5:14,304,102,1,FIN,09:45:42,50,
204,William Khachadourian,United States,Male,M35-39,09:53:44,19,10,3,01:06:48,211,149,18,05:08:45,13,8,4,03:29:06,42,25,4,00:5:21,93,44,7,00:3:45,115,63,12,FIN,09:47:29,51,
1176,Julie Dale,Canada,Female,F60-64,13:34:35,791,215,4,01:33:12,1318,399,22,06:47:19,845,203,4,04:50:42,648,185,5,00:14:17,1345,415,18,00:9:04,966,316,12,FIN,09:47:57,52,
206,Diana Thaxter,Canada,Female,F55-59,12:36:14,488,122,3,01:16:46,655,184,9,06:32:37,678,147,8,04:33:05,482,130,5,00:7:11,317,120,7,00:6:35,518,162,8,FIN,09:48:11,53,
581,Earle Burrows,Canada,Male,M60-64,11:53:24,301,231,5,01:14:34,550,397,11,05:51:29,230,186,3,04:35:40,506,367,8,00:6:43,247,149,3,00:4:57,260,170,1,FIN,09:49:24,54,
826,Muriel F Saliba,United States,Female,F60-64,13:38:00,806,220,5,01:25:44,1090,318,11,06:30:05,652,143,1,05:29:41,984,294,8,00:7:12,323,121,2,00:5:18,320,109,2,FIN,09:50:25,55,
1515,Sandra Dickin,United States,Female,F55-59,12:39:31,513,130,4,01:04:19,151,45,2,07:18:33,1134,306,31,04:02:48,206,57,1,00:6:19,193,81,4,00:7:31,693,215,12,FIN,09:50:45,56,
770,Marc-André Thériault,Canada,Male,M40-44,10:11:10,43,27,4,01:09:09,300,221,27,05:16:52,33,23,4,03:37:44,67,43,5,00:4:46,52,26,5,00:2:39,24,10,2,FIN,09:51:47,57,
1415,Bernard Alix,Canada,Male,M50-54,10:57:33,126,97,4,01:07:05,221,158,23,05:22:59,52,40,4,04:19:12,328,240,24,00:3:54,16,4,2,00:4:23,178,104,11,FIN,09:51:55,58,
222,Mark Peverett,Canada,Female,M50-54,10:57:54,127,30,5,01:12:41,451,124,48,05:44:00,168,35,13,03:53:38,145,40,8,00:4:56,61,29,4,00:2:39,22,13,1,FIN,09:52:14,59,
901,Mary-Jil Coudé,Canada,Female,F35-39,11:08:14,151,36,3,01:06:58,218,63,7,06:11:37,411,81,9,03:40:39,76,25,3,00:5:01,68,33,2,00:3:58,137,59,4,FIN,09:52:27,60,
1496,James Schmidt,Canada,Male,M65-69,13:05:37,659,490,3,01:10:09,337,247,1,06:34:51,703,549,6,05:07:26,785,555,3,00:8:16,481,319,2,00:4:55,253,164,1,FIN,09:53:17,61,
210,Rich Hayes,United States,Male,M50-54,10:59:24,133,100,6,00:58:51,55,38,5,05:39:32,143,114,10,04:12:34,263,191,16,00:5:35,122,63,9,00:2:52,37,17,2,FIN,09:53:35,62,
1379,Brock Davis,Canada,Male,M55-59,11:25:00,198,154,6,01:12:31,444,324,21,05:53:30,244,199,8,04:03:05,208,151,4,00:9:22,675,456,38,00:6:31,509,349,25,FIN,09:53:41,63,
282,Bryce Burchi,United States,Male,M25-29,09:58:35,25,13,3,00:54:13,8,2,1,05:13:08,28,19,3,03:42:53,86,59,13,00:4:54,59,31,6,00:3:26,86,46,7,FIN,09:53:51,64,
1487,Patrick Weiler,United States,Female,M30-34,09:54:12,20,10,6,01:01:57,99,30,12,05:33:16,100,20,20,03:11:09,6,3,3,00:4:43,49,25,7,00:3:08,62,28,15,FIN,09:54:12,65,
1080,Robby Wade,United States,Male,M30-34,09:54:47,21,11,7,01:02:59,121,84,14,05:17:32,38,28,8,03:25:59,35,20,10,00:4:45,50,25,8,00:3:32,97,52,17,FIN,09:54:47,66,
391,Wendy Mehaffey,United States,Female,F45-49,11:39:59,256,63,5,01:11:08,389,104,12,06:02:15,318,60,5,04:17:55,311,82,10,00:5:23,99,50,5,00:3:18,71,33,2,FIN,09:55:03,67,
1359,Andrew Tanner,Canada,Male,M50-54,11:01:43,135,102,7,01:02:39,115,79,9,05:32:05,92,73,7,04:20:13,343,250,25,00:3:38,12,2,1,00:3:07,61,34,3,FIN,09:55:40,68,
245,Patrick Sirois,United States,Male,M50-54,11:01:44,136,103,8,01:00:14,70,47,6,05:50:05,223,180,16,03:57:34,161,117,9,00:7:20,345,218,30,00:6:31,506,347,49,FIN,09:55:41,69,
290,Angie Defilippi,United States,Female,F45-49,11:41:07,260,64,6,01:13:43,499,144,17,06:20:16,529,106,12,03:58:17,164,45,6,00:5:15,84,43,3,00:3:37,102,48,5,FIN,09:56:01,70,
267,Rachel Taylor,Canada,Female,F50-54,12:14:12,385,86,5,01:02:21,106,34,1,06:27:34,615,132,10,04:35:05,500,136,12,00:5:42,135,65,2,00:3:31,94,44,4,FIN,09:56:32,71,
250,David Duff,United States,Male,M35-39,10:03:07,32,19,4,01:02:30,109,75,7,05:09:59,19,11,5,03:42:41,85,58,12,00:4:38,43,21,4,00:3:18,72,39,8,FIN,09:56:47,72,
287,Greg Galloway,Canada,Male,M40-44,10:16:31,50,33,5,01:04:14,145,101,14,05:34:56,115,94,16,03:24:45,32,18,3,00:7:01,292,179,30,00:5:35,366,249,38,FIN,09:56:58,73,
956,Luke Mckenzie,Canada,Male,M25-29,10:01:58,30,18,4,01:00:11,69,46,14,05:18:42,42,32,5,03:33:34,53,33,6,00:5:21,94,45,9,00:4:10,163,92,18,FIN,09:57:12,74,
1296,Antonio Escallon,United States,Male,M18-24,10:15:59,49,32,1,01:08:02,270,195,16,05:30:53,85,67,2,03:26:33,37,22,2,00:6:42,246,148,7,00:3:48,117,65,5,FIN,09:57:22,75,1
1404,Vincent Grenon,Canada,Male,M30-34,09:57:56,24,12,8,01:00:28,75,51,8,05:33:26,101,81,21,03:17:42,12,6,5,00:4:12,24,8,4,00:2:08,5,2,1,FIN,09:57:56,76,
1124,Frederic Leroux,Canada,Male,M35-39,10:04:20,35,21,5,01:07:38,249,179,21,05:23:42,58,46,14,03:20:59,21,10,3,00:7:07,304,188,32,00:4:54,248,160,29,FIN,09:57:59,77,
1059,Kristina Koepke,Germany,Female,F30-34,11:06:54,147,35,4,01:05:57,192,60,11,05:49:52,220,43,8,04:01:58,198,54,5,00:5:12,79,39,3,00:3:56,134,58,8,FIN,09:58:40,78,
256,Simon Paquette,Canada,Male,M30-34,09:59:37,27,15,9,01:07:14,229,166,30,05:11:46,22,14,4,03:31:21,48,30,15,00:6:09,178,102,24,00:3:06,58,32,14,FIN,09:59:37,79,
1012,Vincent Hall,United States,Male,M30-34,10:00:09,28,16,10,00:55:15,19,7,2,05:18:50,44,34,10,03:34:17,54,34,17,00:6:26,215,127,27,00:5:21,327,218,36,FIN,10:00:09,80,
1144,Susanne Carpenter,United States,Female,F50-54,12:18:45,414,96,6,01:14:10,523,148,10,06:37:27,729,164,15,04:11:18,257,71,6,00:8:53,588,195,18,00:6:57,577,184,19,FIN,10:00:14,81,
532,Jean Compton,Canada,Female,F60-64,13:52:37,869,240,6,01:14:33,547,153,2,07:29:28,1219,345,12,04:40:31,553,156,2,00:13:39,1287,403,16,00:14:25,1404,435,22,FIN,10:00:58,82,
428,Hilda Denboer,Canada,Female,F55-59,12:53:16,584,145,5,01:19:29,798,230,17,06:40:10,771,175,12,04:38:00,530,148,7,00:7:39,409,145,8,00:7:58,759,240,18,FIN,10:01:26,83,
223,Ann Hammer,United States,Female,F40-44,11:30:46,218,50,3,00:59:58,67,22,3,05:55:22,253,49,4,04:24:56,402,114,11,00:5:17,87,45,3,00:5:13,298,99,12,FIN,10:01:27,84,
150,Gilbert Pinard,Canada,Male,M45-49,10:40:48,82,58,2,01:03:06,125,87,8,05:28:06,75,58,3,04:02:12,201,147,13,00:4:27,28,11,1,00:2:57,48,25,2,FIN,10:02:24,85,1
316,Scott Sucher,United States,Male,M55-59,11:35:28,240,184,7,01:08:01,268,194,9,05:36:41,127,103,5,04:36:31,514,372,20,00:9:04,612,413,33,00:5:11,295,197,11,FIN,10:02:45,86,
1576,Jason Rahal,United States,Male,M40-44,10:22:30,59,40,6,00:57:17,44,28,5,05:52:56,239,194,30,03:20:59,22,11,1,00:6:19,194,113,19,00:5:00,265,173,24,FIN,10:02:46,87,
413,Ashley Hill,United States,Female,F35-39,11:20:14,182,40,4,01:20:09,830,239,30,05:49:36,217,42,3,04:00:30,184,50,8,00:5:32,115,56,5,00:4:27,186,75,8,FIN,10:03:05,88,
1321,Joseph Gignac,Canada,Male,M65-69,13:18:53,719,529,4,01:22:36,943,675,10,06:26:23,601,476,4,05:13:07,838,587,4,00:9:23,681,460,5,00:7:24,667,459,4,FIN,10:03:19,89,
871,Judy-Ann Parke,Canada,Female,F40-44,11:33:23,229,53,4,01:14:07,520,147,15,05:48:05,202,40,3,04:20:06,339,92,8,00:6:11,183,79,9,00:4:54,247,88,10,FIN,10:03:43,90,
470,Sophie Yergeau,Canada,Female,F55-59,12:56:29,604,150,6,01:03:15,127,39,1,06:51:53,885,216,19,04:44:37,580,164,9,00:9:04,610,199,13,00:7:40,713,224,13,FIN,10:03:56,91,
1550,Scott Ritchie,Canada,Male,M30-34,10:05:19,37,22,11,01:05:29,180,125,26,05:28:35,77,60,17,03:23:53,30,16,9,00:5:03,72,39,13,00:2:20,10,5,3,FIN,10:05:19,92,
817,Kenneth Ellis,United States,Female,M50-54,11:12:54,162,38,9,01:17:47,712,199,73,05:52:09,234,45,17,03:46:21,98,31,2,00:9:43,749,248,69,00:6:55,573,181,57,FIN,10:05:44,93,
221,Frank White,United States,Male,M45-49,10:44:26,94,69,3,01:10:57,380,279,34,05:36:53,129,105,13,03:42:56,87,60,2,00:8:20,492,329,38,00:5:21,325,216,29,FIN,10:05:49,94,
729,Kristy Blair,Canada,Female,F30-34,11:15:21,171,39,5,01:17:53,719,202,29,05:39:29,140,29,5,04:04:27,215,58,6,00:7:22,355,129,18,00:6:10,457,148,21,FIN,10:06:15,95,
1095,Johnny Aboud,United States,Male,M30-34,10:07:08,39,23,12,01:04:53,163,115,23,05:18:01,40,30,9,03:36:48,64,41,19,00:4:51,57,29,10,00:2:34,18,8,4,FIN,10:07:08,96,
878,Line Vaillancourt,Canada,Female,F40-44,11:37:40,246,58,5,01:04:28,152,46,7,06:07:16,368,71,8,04:11:43,260,72,5,00:8:29,516,172,22,00:5:44,388,124,15,FIN,10:07:27,97,
430,Charles Crowell,United States,Male,M40-44,10:27:31,63,43,7,00:52:35,3,1,1,05:34:37,111,90,15,03:51:22,130,94,10,00:4:33,34,16,2,00:4:24,181,107,14,FIN,10:07:37,98,
1447,Michael Nepton,Canada,Male,M30-34,10:08:06,40,24,13,01:11:10,392,287,45,05:32:11,93,74,19,03:14:19,10,5,4,00:7:31,379,243,41,00:2:55,46,24,11,FIN,10:08:06,99,
1639,Alexander Legere,Canada,Male,M35-39,10:14:49,47,30,6,01:13:57,509,364,46,05:15:54,32,22,8,03:35:05,61,38,8,00:5:31,113,59,10,00:4:21,176,102,20,FIN,10:08:21,100,
1062,Nicolas Frechette,Canada,Male,M35-39,10:14:58,48,31,7,01:08:57,296,218,28,05:23:40,57,45,13,03:29:26,43,26,5,00:7:02,295,181,30,00:5:54,409,278,44,FIN,10:08:30,101,
151,Juliane Webster,Canada,Female,F35-39,11:26:37,204,46,5,01:12:10,434,118,18,06:02:23,320,61,5,04:00:05,181,49,7,00:7:08,306,117,12,00:4:52,237,87,10,FIN,10:08:45,102,
186,Peter Day,United States,Male,M55-59,11:42:48,270,206,8,01:16:38,644,462,40,05:56:36,261,211,10,04:17:41,309,228,9,00:7:36,399,258,15,00:4:17,171,98,3,FIN,10:09:07,103,
847,Max Jaffe,United States,Male,M30-34,10:09:08,41,25,14,01:05:27,177,122,24,05:26:57,70,55,14,03:26:13,36,21,11,00:6:03,169,93,21,00:4:29,195,119,27,FIN,10:09:08,104,
303,Robert Welsh,Canada,Male,M55-59,11:43:05,271,207,9,01:13:33,488,349,24,05:55:01,249,201,9,04:18:03,313,231,10,00:9:25,689,467,40,00:7:03,603,411,32,FIN,10:09:21,105,
717,Leonardo Moreira,Brazil,Male,M50-54,11:17:09,173,134,10,00:57:15,43,27,2,06:06:16,357,288,29,03:59:31,173,127,10,00:8:39,548,368,49,00:5:29,345,232,29,FIN,10:09:34,106,
679,Hailey Novis,United States,Female,F25-29,11:20:56,185,42,2,00:59:35,62,20,3,05:58:26,278,53,1,04:09:20,243,67,5,00:8:45,561,183,12,00:4:50,235,86,9,FIN,10:10:11,107,
1181,Sinda Mein,United States,Female,F55-59,13:04:36,652,167,7,01:22:38,946,269,23,06:42:02,790,182,15,04:41:41,562,160,8,00:11:15,992,321,30,00:7:00,589,188,11,FIN,10:10:15,108,
1331,Mark Reinhard,United States,Male,M60-64,12:18:40,413,318,6,01:06:56,217,155,5,06:25:03,586,463,12,04:27:10,418,302,6,00:9:05,616,417,10,00:10:28,1160,795,34,FIN,10:10:17,109,
1358,Louis Lavergne,Canada,Male,M50-54,11:18:04,177,138,11,01:06:15,200,139,17,05:36:30,124,100,9,04:23:36,377,275,27,00:6:00,162,88,13,00:5:43,385,262,36,FIN,10:10:23,110,
322,Angela Giddens,Canada,Female,F45-49,11:58:07,318,73,7,01:10:29,357,95,11,06:03:19,330,65,6,04:34:23,492,133,25,00:5:16,86,44,4,00:4:40,211,82,12,FIN,10:10:28,111,
1629,Melissa Ahier,Canada,Female,F30-34,11:20:17,183,41,6,01:16:00,611,176,27,05:36:16,121,23,2,04:15:59,297,78,9,00:5:41,132,62,10,00:6:21,485,153,22,FIN,10:10:41,112,
1219,Félix Duchesne,Canada,Male,M25-29,10:16:48,51,34,5,01:02:03,100,70,18,05:30:57,86,68,8,03:35:57,63,40,8,00:4:33,33,15,3,00:3:18,73,40,5,FIN,10:11:55,113,
243,Cody Caissie,Canada,Male,M30-34,10:11:57,44,28,15,01:00:56,83,56,9,05:17:05,36,26,7,03:46:57,106,75,25,00:4:09,23,7,3,00:2:49,34,16,6,FIN,10:11:57,114,
295,Louis Mancuso,United States,Male,M55-59,11:46:22,282,215,10,01:13:42,498,355,26,06:06:22,358,289,18,04:10:06,250,183,5,00:7:38,407,263,17,00:8:34,884,595,53,FIN,10:12:12,115,
854,Cynthia San Jose,Canada,Female,F45-49,12:00:16,329,75,8,01:30:48,1259,376,62,06:22:51,566,118,17,03:54:41,147,41,5,00:6:31,226,90,12,00:5:24,334,111,18,FIN,10:12:17,116,
798,Danielle Odell,United States,Female,F45-49,12:00:21,330,76,9,01:02:10,101,31,1,06:26:32,603,127,19,04:22:05,361,99,18,00:5:41,131,61,7,00:3:52,122,54,7,FIN,10:12:22,117,
539,Brian Hallee,United States,Male,M30-34,10:12:31,45,29,16,01:04:03,140,97,17,05:28:28,76,59,16,03:31:34,49,31,16,00:5:21,95,46,16,00:3:05,57,31,13,FIN,10:12:31,118,
187,Jeremiah Duggan,United States,Male,M45-49,10:51:37,110,82,4,01:07:21,236,170,18,05:33:15,99,80,9,04:00:10,182,133,11,00:5:56,153,82,6,00:4:56,254,165,21,FIN,10:12:35,119,
1307,Daniel Belleville,Canada,Male,M45-49,10:51:46,111,83,5,01:07:13,226,163,15,05:30:33,84,66,6,04:06:30,227,166,20,00:5:00,67,35,2,00:2:31,17,7,1,FIN,10:12:43,120,
1614,Elise Crane,United States,Female,F40-44,11:43:58,272,65,6,00:56:48,37,15,1,06:17:37,499,101,14,04:13:23,269,73,6,00:7:38,406,144,17,00:8:32,877,288,39,FIN,10:12:56,121,
1097,Laurent Désilets,Canada,Male,M25-29,10:17:53,54,36,6,00:56:52,38,23,7,05:32:27,96,77,9,03:39:07,69,45,10,00:5:35,123,64,10,00:3:52,126,71,13,FIN,10:13:00,122,
1009,Michelle Morrill,United States,Female,F55-59,13:08:11,670,174,8,01:25:38,1086,317,31,06:17:56,503,102,3,05:15:40,867,261,17,00:5:21,92,49,2,00:3:35,99,46,4,FIN,10:13:02,123,
235,Landon Legrand,United States,Male,M18-24,10:32:21,69,49,2,00:59:44,64,44,5,05:59:13,288,233,7,03:22:49,28,14,1,00:5:24,101,51,1,00:5:13,297,199,15,FIN,10:13:15,124,
