Bib,Name,Country,gender,Division,Overall Time,Overall Rank,Gender Rank,Age Group Rank,Swim Time,Swim Rank,Gender Swim Rank,Age Group Swim Rank,Bike Time,Bike Rank,Gender Bike Rank,Age Group Bike Rank,Run Time,Run Rank,Gender Run Rank,Age Group Run Rank,Transition 1 Time,Transition 1 Rank,Gender Transition 1 Rank,Age Group Transition 1 Rank,Transition 2 Time,Transition 2 Rank,Gender Transition 2 Rank,Age Group Transition 2 Rank,Finish,Qualifier Time,Qualifier Rank,Qualified
1599,Ralf Scholten,Netherlands,Male,M35-39,08:50:21,38,38,2,01:00:30,150,142,16,04:34:21,35,35,2,03:06:49,53,52,7,00:5:30,224,208,39,00:3:11,18,17,1,FIN,08:44:46,49,
1901,Nicola Doria,Italy,Male,M50-54,09:43:23,177,172,10,01:03:20,256,242,16,04:52:59,173,169,12,03:36:53,262,245,18,00:6:33,498,459,45,00:3:38,70,68,2,FIN,08:45:09,50,
468,Jim Doornbosch,Netherlands,Male,M25-29,08:49:27,35,35,4,00:52:05,37,37,4,04:34:29,36,36,4,03:15:19,84,82,11,00:4:16,55,53,4,00:3:17,27,26,3,FIN,08:45:16,51,
268,Davide Viale,Italy,Male,M35-39,08:51:11,39,39,3,01:01:34,185,175,23,04:39:13,58,58,5,03:02:08,40,40,4,00:4:39,85,80,9,00:3:36,63,61,8,FIN,08:45:36,52,
1506,Klaus Hraby,Austria,Male,M65-69,11:36:04,883,810,2,01:22:13,1529,1351,9,05:33:54,785,751,2,04:26:13,966,860,2,00:6:59,624,567,3,00:6:44,775,698,3,FIN,08:45:40,53,
471,Lothar Richthammer,Germany,Male,M60-64,10:36:21,452,432,6,01:13:02,914,832,18,05:22:13,576,559,6,03:46:42,387,356,4,00:7:50,895,800,14,00:6:35,731,661,16,FIN,08:45:45,54,
141,Hanna Törnqvist,Sweden,Female,F40-44,10:03:57,251,9,4,01:11:31,782,67,11,05:06:18,340,8,3,03:36:43,259,17,4,00:5:01,137,10,4,00:4:24,181,12,3,FIN,08:45:51,55,1
554,Arne Dyck,Germany,Male,M50-54,09:44:36,182,177,11,01:06:06,405,375,38,04:50:05,142,139,5,03:38:05,274,256,19,00:5:11,164,152,9,00:5:08,349,324,28,FIN,08:46:15,56,
155,tim wing,United Kingdom,Male,M50-54,09:44:38,183,178,12,01:12:50,893,815,107,04:55:30,201,197,16,03:25:12,165,158,10,00:5:53,308,284,21,00:5:12,359,334,29,FIN,08:46:17,57,
1480,David Koster,Switzerland,Male,M30-34,08:46:18,34,34,5,00:53:36,52,52,5,04:40:50,65,65,8,03:03:33,44,44,7,00:4:20,59,56,4,00:4:00,121,116,19,FIN,08:46:18,58,
166,Nicolas Debons,Switzerland,Male,M45-49,09:20:27,87,85,4,01:01:46,192,182,13,04:45:22,94,93,4,03:25:19,166,159,17,00:4:22,64,60,4,00:3:38,68,66,4,FIN,08:46:52,59,
134,Alessio Grillini,Italy,Male,M45-49,09:20:30,88,86,5,01:14:08,1006,912,125,04:44:29,87,87,3,03:08:44,60,59,2,00:6:58,620,564,76,00:6:12,628,573,87,FIN,08:46:55,60,
191,Matthew Collins,United Kingdom,Male,M18-24,09:03:49,57,56,4,00:48:38,7,7,1,04:34:19,34,34,3,03:32:11,226,216,8,00:3:32,23,23,1,00:5:09,350,325,19,FIN,08:47:23,61,
847,Olli Etelämäki,Finland,Male,M55-59,10:08:43,281,271,6,01:10:02,671,616,46,05:06:11,337,330,16,03:40:16,287,267,7,00:6:53,599,547,37,00:5:21,392,363,13,FIN,08:47:34,62,
123,Carl Shawcross,United Kingdom,Male,M50-54,09:46:05,186,181,13,01:00:00,138,131,5,04:52:42,169,166,11,03:43:32,335,307,25,00:5:12,167,155,10,00:4:40,246,225,16,FIN,08:47:35,63,
733,Oleg Kopenko,Unknown,Male,M35-39,08:53:47,44,44,4,00:55:59,72,71,6,04:46:25,103,102,18,03:03:37,46,46,6,00:4:12,52,50,2,00:3:35,60,58,7,FIN,08:48:10,64,
1420,Goran Jakovac,Croatia,Male,M60-64,10:39:35,482,459,7,01:02:58,242,229,2,05:09:57,390,381,2,04:10:20,738,668,9,00:7:53,905,809,15,00:8:27,1215,1072,31,FIN,08:48:25,65,
125,Simon Lovelock,United Kingdom,Male,M40-44,09:05:46,59,58,4,00:58:31,111,106,12,04:56:29,213,209,31,03:00:00,31,31,4,00:6:00,347,321,50,00:4:46,271,248,37,FIN,08:48:27,66,
247,Samu Hanhela,Finland,Male,M25-29,08:52:55,42,42,5,00:53:06,44,44,5,04:37:23,48,48,7,03:14:21,75,74,9,00:4:03,44,44,3,00:4:02,127,122,15,FIN,08:48:42,67,
1061,Annalisa Bombelli,Italy,Female,F55-59,11:20:02,748,52,1,01:17:49,1266,130,11,05:44:34,989,61,3,04:02:05,607,56,2,00:8:20,1018,107,8,00:7:14,904,94,10,FIN,08:48:55,68,1
234,Sanna Paavilainen,Finland,Female,F35-39,09:56:35,227,8,1,01:05:29,376,29,3,05:15:46,474,12,1,03:24:09,158,7,1,00:5:10,158,12,1,00:6:02,584,51,9,FIN,08:48:55,69,1
448,Patrick Elwood,United Kingdom,Male,M25-29,08:54:05,46,46,6,01:00:50,160,152,18,04:21:18,19,19,1,03:23:24,150,145,19,00:5:00,133,124,12,00:3:33,55,53,9,FIN,08:49:51,70,
163,Tanja Tschech,United States,Female,F50-54,10:52:33,573,31,5,01:03:06,248,14,3,05:22:53,589,19,2,04:15:41,821,83,10,00:5:02,139,11,2,00:5:52,547,45,6,FIN,08:50:11,71,1
618,Thierry Chardin,France,Male,M55-59,10:11:56,297,287,7,01:15:27,1104,996,89,05:11:38,411,400,21,03:29:45,203,195,3,00:7:29,774,700,51,00:7:38,997,891,63,FIN,08:50:21,72,
1891,Anita Vincenz,Switzerland,Female,F55-59,11:21:59,764,57,2,01:01:14,175,10,1,05:38:02,867,42,1,04:30:28,1029,116,6,00:6:27,467,36,2,00:5:48,525,43,3,FIN,08:50:26,73,1
575,Ferdinand Nonnenbroich,Germany,Male,M55-59,10:12:03,299,289,8,01:26:05,1693,1480,154,04:57:25,216,212,6,03:29:58,205,196,4,00:9:01,1194,1052,100,00:9:33,1445,1268,120,FIN,08:50:27,74,
1631,Luca De Toffol,Italy,Male,M45-49,09:24:20,102,100,6,00:56:06,75,74,6,04:57:11,215,211,23,03:21:17,128,123,10,00:5:08,154,143,14,00:4:38,228,209,23,FIN,08:50:31,75,
308,Luis Daniel Pineda,Colombia,Male,M45-49,09:24:45,103,101,7,00:52:05,38,38,2,04:59:13,236,232,27,03:23:43,155,149,15,00:5:16,177,165,16,00:4:27,189,176,19,FIN,08:50:55,76,
729,Philipp Schüler,Germany,Male,M50-54,09:50:12,195,190,14,00:58:36,112,107,4,04:58:37,232,228,20,03:41:18,309,285,22,00:5:43,267,247,17,00:5:58,579,530,59,FIN,08:51:17,77,
682,Sebastian Stahlkopf,Germany,Male,M40-44,09:09:27,63,62,5,00:59:54,136,129,15,04:52:42,167,164,21,03:07:25,54,53,7,00:4:49,106,99,12,00:4:38,227,208,31,FIN,08:52:01,78,
130,Benoit Regnier,France,Male,M30-34,08:52:18,40,40,6,00:55:05,67,66,8,04:49:50,135,133,24,02:59:38,30,30,4,00:4:20,60,57,5,00:3:26,46,44,5,FIN,08:52:18,79,
1975,Tom Daborn,United Kingdom,Male,M25-29,08:56:36,50,49,7,01:04:17,310,292,34,04:34:52,39,39,5,03:09:18,62,61,6,00:5:04,144,133,14,00:3:05,13,12,1,FIN,08:52:21,80,
238,Patrick Geyer,Switzerland,Male,M35-39,08:58:04,51,50,5,01:07:25,493,454,61,04:42:01,74,74,9,03:00:14,34,34,2,00:4:07,48,47,1,00:4:17,162,152,24,FIN,08:52:25,81,
449,John Johnsen,United States,Male,M65-69,11:45:07,958,875,3,01:11:32,785,717,2,05:51:35,1115,1035,5,04:29:23,1013,901,3,00:6:05,370,340,1,00:6:32,722,653,2,FIN,08:52:30,82,
275,Paolo Giorgio Consolandi,Italy,Male,M45-49,09:26:31,109,107,8,01:06:36,444,411,49,04:58:30,231,227,26,03:09:29,63,62,3,00:7:11,685,620,82,00:4:45,269,246,34,FIN,08:52:34,83,
891,Alessio Piccioni,Italy,Male,M40-44,09:10:05,65,64,6,01:01:34,186,176,24,04:52:29,164,161,20,03:08:05,56,55,8,00:4:26,68,63,4,00:3:31,52,50,8,FIN,08:52:38,84,
1305,Jeroen Van Der Horst,Netherlands,Male,M40-44,09:10:26,66,65,7,01:02:28,223,211,34,04:45:36,100,99,12,03:14:04,73,72,9,00:5:11,162,150,24,00:3:08,15,14,2,FIN,08:52:59,85,
576,Dieter Pfannenstein,Germany,Male,M55-59,10:15:21,313,303,9,01:12:01,822,749,60,05:09:06,383,374,18,03:40:57,304,281,9,00:7:42,852,764,62,00:5:34,456,423,21,FIN,08:53:19,86,
251,Tobias Beibl,Germany,Male,M30-34,08:53:55,45,45,7,01:09:31,635,584,90,04:42:37,79,79,11,02:52:51,17,17,2,00:5:05,147,136,18,00:3:50,96,92,13,FIN,08:53:55,87,
1576,Alexey Eroshenko,Unknown,Male,M45-49,09:28:19,114,112,9,01:02:35,230,217,16,05:03:57,298,292,34,03:13:23,68,67,6,00:4:46,99,92,6,00:3:38,69,67,5,FIN,08:54:16,88,
929,Matthias Klingel,Germany,Male,M55-59,10:16:54,319,309,10,01:11:57,819,747,58,05:11:47,418,407,23,03:40:26,292,272,8,00:6:29,478,439,24,00:6:15,637,580,30,FIN,08:54:40,89,
1798,Fabian Rind,Germany,Male,M45-49,09:28:52,116,114,10,01:07:57,538,496,62,04:48:36,121,119,7,03:21:17,129,124,11,00:6:13,407,374,49,00:4:48,282,259,36,FIN,08:54:47,90,
2168,Lukasz Grzybek,Poland,Male,M40-44,09:12:41,68,67,8,01:06:26,434,403,66,05:02:33,275,271,43,02:54:07,20,20,1,00:6:08,381,350,58,00:3:27,50,48,7,FIN,08:55:09,91,
132,Mattia Bianchi,Switzerland,Male,M35-39,09:00:57,53,52,6,01:01:17,176,166,21,04:37:25,49,49,4,03:14:38,78,77,13,00:4:14,53,51,3,00:3:23,41,39,6,FIN,08:55:16,92,
205,Maximilian Breitkreuz,Germany,Male,M35-39,09:01:19,54,53,7,01:01:02,167,159,19,04:28:15,28,28,1,03:23:20,149,144,25,00:5:21,190,178,32,00:3:21,38,37,5,FIN,08:55:37,93,
970,Gerrit Ten Brinke,Netherlands,Male,M70-74,12:59:04,1434,1272,2,01:30:44,1841,1600,5,06:16:12,1504,1362,2,04:54:22,1337,1164,2,00:9:56,1413,1235,3,00:7:51,1061,947,2,FIN,08:55:41,94,
1300,Matthias Berulla,Germany,Male,M55-59,10:18:19,324,314,11,01:09:03,609,558,41,05:05:46,329,323,14,03:48:23,409,376,16,00:6:51,588,539,35,00:8:16,1173,1038,90,FIN,08:55:53,95,
1121,René Tretschok,Germany,Male,M18-24,09:13:38,71,70,5,01:01:33,184,174,13,04:53:03,175,171,8,03:08:37,59,58,4,00:5:40,255,237,10,00:4:46,272,249,17,FIN,08:56:54,96,
1589,Javier Muela Herrera,Spain,Male,M45-49,09:32:46,133,129,11,01:03:00,245,232,18,04:48:47,123,121,8,03:28:49,192,184,19,00:6:04,365,337,45,00:6:06,605,552,80,FIN,08:58:27,97,
121,Thomas Champigny,France,Male,M25-29,09:02:48,55,54,8,01:02:04,204,194,22,04:37:43,50,50,8,03:13:46,71,70,7,00:5:57,330,304,26,00:3:17,28,27,4,FIN,08:58:30,98,
281,Rolf Thurnheer,Switzerland,Male,M45-49,09:33:08,136,132,12,01:03:55,287,270,26,04:48:54,125,123,9,03:29:03,194,186,21,00:5:36,241,224,26,00:5:41,493,457,61,FIN,08:58:48,99,
272,Maarten Verhelst,Belgium,Male,M35-39,09:04:32,58,57,8,01:06:15,416,385,51,04:48:24,117,116,24,02:57:23,27,27,1,00:7:02,645,586,108,00:5:28,426,393,66,FIN,08:58:48,100,
107,Benjamin Leicht,Germany,Male,M40-44,09:16:57,79,77,9,01:01:48,195,185,27,04:47:35,112,111,14,03:19:28,108,103,18,00:4:39,86,81,9,00:3:26,47,45,6,FIN,08:59:17,101,
214,Jan Philipp Eifler,Germany,Male,M40-44,09:17:25,81,79,10,01:02:06,207,197,30,04:41:15,68,68,7,03:22:04,138,133,19,00:7:09,674,610,111,00:4:52,298,274,43,FIN,08:59:44,102,
588,Urs Wiedemann,Germany,Male,M55-59,10:22:46,352,341,12,01:13:09,920,836,71,05:02:11,268,264,11,03:55:13,514,470,23,00:7:14,699,634,48,00:4:58,320,296,9,FIN,08:59:45,103,
1003,Davide Biondani,Italy,Male,M55-59,10:23:10,356,345,13,01:03:24,259,245,14,04:58:50,234,230,7,04:10:59,747,676,32,00:5:17,181,169,6,00:4:40,240,219,7,FIN,09:00:05,104,
1495,Luis De Arriba Hernando,Spain,Male,M55-59,10:23:11,357,346,14,01:06:11,411,381,26,05:05:59,333,327,15,04:01:12,594,541,25,00:5:05,149,138,4,00:4:43,256,235,8,FIN,09:00:06,105,
1812,paolo zambelli,Italy,Male,M40-44,09:17:49,83,81,11,01:00:51,161,153,20,04:59:40,243,239,36,03:04:43,47,47,6,00:6:44,546,502,90,00:5:51,541,498,87,FIN,09:00:08,106,
147,Dougin Walker,United States,Male,M55-59,10:23:13,358,347,15,00:50:53,28,28,1,05:21:30,563,546,39,03:54:38,504,461,22,00:7:52,902,806,67,00:8:20,1189,1052,91,FIN,09:00:08,107,
928,Nicolas Viala,France,Male,M55-59,10:23:23,360,349,16,01:05:40,384,355,23,05:26:29,648,625,46,03:39:08,281,262,6,00:5:44,269,249,12,00:6:21,668,609,33,FIN,09:00:17,108,
195,Dr. Stefanie Von Mechow,Germany,Female,F50-54,11:05:48,665,42,6,01:35:23,1932,265,39,05:46:23,1013,66,8,03:29:55,204,9,2,00:7:21,731,69,10,00:6:47,782,79,11,FIN,09:00:57,109,1
1797,Mikaël Gaudin,Switzerland,Male,M40-44,09:20:22,86,84,12,00:51:44,35,35,1,05:01:17,258,254,40,03:18:16,99,94,15,00:5:24,200,188,28,00:3:42,76,74,9,FIN,09:02:36,110,
1250,Fior Guglielmo,Italy,Male,M55-59,10:26:15,377,365,17,01:18:16,1291,1157,115,05:04:35,310,304,12,03:48:33,411,378,17,00:8:53,1174,1034,96,00:5:58,578,529,28,FIN,09:02:46,111,
717,Aikaterini Ntella,Greece,Female,F45-49,10:38:33,475,22,1,01:05:00,358,26,1,05:43:53,981,59,8,03:36:26,257,16,1,00:6:13,404,33,4,00:7:00,839,84,10,FIN,09:02:49,112,1
257,Simon Demeunier,Belgium,Male,M35-39,09:08:51,62,61,9,01:02:35,229,216,31,04:43:20,83,83,12,03:14:33,76,75,11,00:4:47,102,95,13,00:3:36,64,62,9,FIN,09:03:05,113,
1493,Abel Buurma,Switzerland,Male,M18-24,09:20:02,85,83,6,00:58:24,108,103,8,04:49:13,130,128,6,03:23:10,148,143,6,00:5:57,331,305,14,00:3:18,31,30,2,FIN,09:03:07,114,
1293,Martin Mekyna,Austria,Male,M40-44,09:21:15,90,88,13,00:54:42,66,65,6,04:53:58,184,180,24,03:23:43,154,148,26,00:3:59,40,40,1,00:4:53,300,276,44,FIN,09:03:27,115,
219,Juan Carlos Colin Fiche,Mexico,Male,M50-54,10:03:53,250,242,15,01:09:01,608,557,65,05:11:24,409,398,40,03:30:13,209,200,14,00:6:34,500,460,46,00:6:41,762,689,80,FIN,09:03:36,116,
763,Matias Videla,Argentina,Male,M25-29,09:08:13,61,60,9,00:59:37,128,121,15,04:59:32,241,237,23,03:00:41,36,36,3,00:4:56,126,117,11,00:3:27,49,47,7,FIN,09:03:53,117,
795,Wolfgang Mair,Austria,Male,M50-54,10:04:21,255,246,16,01:04:34,331,310,24,04:43:46,84,84,2,04:08:20,700,634,68,00:3:59,39,39,1,00:3:42,75,73,3,FIN,09:04:02,118,
159,Filippo Sensoli,Italy,Male,M50-54,10:04:22,256,247,17,01:10:58,737,676,83,04:51:09,149,146,8,03:52:24,475,435,43,00:4:53,119,110,6,00:4:58,318,294,25,FIN,09:04:03,119,
1292,Patrick Le Meur,France,Male,M60-64,10:58:43,622,586,8,01:01:28,181,171,1,05:37:04,847,809,12,04:09:30,720,652,8,00:5:47,284,263,3,00:4:54,307,283,5,FIN,09:04:13,120,
1564,Arianna Valenti,Italy,Female,F30-34,10:06:34,266,10,3,01:03:37,270,16,6,05:37:36,857,40,11,03:14:59,80,2,2,00:5:49,291,22,7,00:4:34,215,18,7,FIN,09:04:30,121,1
1460,Jean-Roch Gourdier,France,Male,M50-54,10:05:10,260,251,18,01:04:54,353,328,26,04:56:02,208,204,17,03:52:54,480,440,45,00:6:32,490,451,43,00:4:48,280,257,19,FIN,09:04:46,122,
